5079,7971,0
5168,361,0
5172,12435,0
5195,12875,0
5198,7635,0
5198,16380,0
5225,4159,0
5228,1625,0
5269,6042,0
5412,15552,0
5428,1289,0
5496,8159,0
5496,14574,3
5530,11127,0
5530,11470,0
5596,9505,0
5596,13318,0
5618,12975,0
5618,14504,0
5696,442,0
5696,12966,0
5762,5515,0
5836,15342,0
5841,9685,0
5841,11318,0
5878,4867,0
5878,11040,0
5878,12748,0
5889,16075,0
5899,3894,0
5951,13264,0
5951,17085,0
5977,7779,0
5977,12732,0
5980,4829,0
5980,5024,0
5980,16997,0
5987,3128,0
5987,7605,0
5987,15163,0
5987,15646,0
5987,17560,0
5989,1865,0
5989,9939,0
6080,5401,0
6110,10345,0
6138,10421,0
6173,1406,0
6177,6292,0
6184,3954,0
6265,3689,0
6268,15425,0
6303,17764,0
6368,7173,0
6373,3441,0
6402,4829,2
6402,17748,0
6416,4949,0
6427,4159,0
6427,9197,0
6435,9188,0
6464,2782,0
6500,3892,0
6522,732,1
6527,10170,0
6527,13065,0
6608,6300,0
6628,12052,0
6635,524,0
6635,5807,0
6635,7249,0
6635,10582,0
6678,6836,0
6686,17174,0
6701,2617,0
6701,14215,0
6766,11658,0
6789,273,0
6789,13728,0
6789,14185,5
6796,13459,0
6801,1137,0
6834,1174,0
6834,10170,3
6834,10583,4
6834,16262,4
6834,16912,0
6842,3824,0
6842,11040,0
6903,7145,0
6950,7163,0
6950,15758,0
6981,12945,0
7006,17449,0
7034,13870,0
7116,331,0
7116,15075,0
7134,10402,0
7257,2527,0
7267,118,0
7267,6829,0
7293,6813,0
7293,6833,0
7322,892,0
7332,5924,0
7497,10378,2
7544,3216,0
7602,16047,0
7634,17631,0
7660,10582,0
7745,11241,0
7837,7031,0
7903,908,0
7903,1471,0
7903,11388,0
7903,16075,0
8026,290,0
8043,2254,0
8043,5480,0
8056,17723,0
8095,5087,0
8117,1145,0
8117,10986,0
8117,11315,0
8117,16013,0
8121,1590,0
8135,14050,0
8141,3925,0
8158,13255,0
8167,952,0
8167,12435,0
8175,8149,0
8210,1144,0
8274,11465,0
8274,16286,3
8275,8393,0
8275,13440,0
8329,7708,0
8334,16883,0
8382,201,0
8382,13255,0
8390,7899,0
8439,2706,0
8441,5327,0
8450,7987,0
8465,1615,0
8579,4910,0
8588,9095,0
8606,2913,4
8609,10357,0
8632,15540,0
8643,8531,0
8660,16082,0
8669,9242,0
8679,4080,0
8731,12870,3
8748,361,0
8754,16912,0
8755,10785,0
8755,14088,0
8755,15922,0
8757,6158,0
8803,6739,0
8803,11470,0
8804,3410,0
8804,9913,0
8815,4705,5
8815,13474,0
8896,11825,0
8896,16406,0
8934,9398,0
8945,2371,0
8965,2533,0
9008,97,0
9086,10981,0
9086,12942,0
9086,14928,0
9225,5793,0
9231,16784,0
9290,14335,0
9292,9757,0
9367,11171,0
9381,5644,0
9381,17401,0
9404,4474,0
9404,14060,0
9424,10880,0
9450,14513,0
9545,17169,5
9561,7009,0
9636,15307,0
9667,4636,0
9670,10036,0
9748,7762,0
9790,11669,0
9860,8118,0
9872,16552,0
9960,17486,0
9999,5401,0
10044,7069,0
10051,5793,0
10227,16516,0
10234,4736,0
10234,7113,0
10234,8118,3
10234,9012,0
10234,12084,0
10234,12221,0
10234,14545,5
10251,5112,0
10273,5190,3
10308,17188,0
10315,6158,0
10315,16082,0
10337,4109,0
10337,10159,4
10446,12627,0
10458,15437,0
10485,8239,0
10490,4109,0
10490,5345,0
10490,10378,0
10564,8977,0
10679,187,0
10679,4352,0
10679,6014,0
10679,8118,0
10679,8159,0
10679,8294,0
10679,11064,0
10728,14961,0
10733,4829,0
10737,7249,0
10746,2456,0
10746,5807,0
10772,2751,0
10791,9442,0
10827,13471,0
10832,424,0
10841,14158,0
10855,13524,0
10870,7163,0
10906,9141,0
10906,15193,0
10924,14545,0
10977,8585,0
10996,17405,0
11138,3917,4
11138,10378,4
11138,17764,0
11224,2815,0
11267,3670,0
11267,13412,0
11278,9939,0
11462,8837,0
11502,13614,5
11571,15050,0
11601,9727,0
11601,11525,0
11676,8106,0
11734,2362,0
11734,16047,0
11764,7416,0
11795,2015,0
11795,9110,0
11795,15975,0
11897,9406,0
11897,10032,0
11942,199,0
11942,17328,0
11996,8958,0
12017,165,0
12110,12600,0
12137,12886,0
12137,15455,0
12138,13273,0
12199,16992,2
12207,17259,0
12214,14873,0
12234,2340,0
12254,8197,0
12281,5788,0
12416,596,0
12416,2103,0
12416,14318,0
12451,5549,0
12451,6931,0
12475,1306,0
12475,9528,0
12487,12748,0
12525,6486,0
12531,13784,0
12536,1743,0
12536,3567,0
12536,4705,0
12536,6804,0
12536,6908,0
12536,11819,0
12536,13728,1
12536,14542,0
12536,16552,0
12537,17405,0
12582,9471,0
12631,12694,0
12747,11266,0
12747,15952,0
12771,8197,0
12777,15445,0
12786,1890,0
12789,8781,0
12789,16922,0
12804,12398,5
12809,2372,0
12812,17335,0
12824,2809,0
12824,6334,0
12860,8531,0
12868,8264,0
12876,3020,0
12895,5368,0
12929,16290,0
12969,819,0
12974,3925,0
12974,5908,0
12990,17449,0
13021,11277,0
13120,6508,0
13134,4951,0
13157,5908,0
13186,1798,0
13186,11090,0
13251,3875,0
13251,7209,0
13297,4829,0
13305,1969,0
13333,2976,0
13333,10065,0
13333,12084,0
13431,1828,0
13431,12128,0
13460,14842,0
13461,16768,0
13538,9188,0
13538,9685,0
13583,14768,0
13586,5360,0
13620,819,0
13620,1798,0
13620,17596,0
13658,17127,0
13725,12600,0
13745,5904,0
13745,15425,0
13774,2395,3
13774,4205,0
13774,5926,3
13774,6235,0
13774,9442,0
13774,15758,3
13843,5327,0
13906,16496,0
13956,3905,0
14030,17650,0
14035,6971,0
14055,11752,0
14060,13459,0
14060,17494,0
14110,4138,0
14115,11665,0
14158,17346,0
14204,4762,0
14204,10695,0
14210,10371,0
14217,5691,0
14304,10158,0
14371,10273,0
14389,12399,0
14391,5104,3
14391,11647,0
14391,13614,4
14433,4265,0
14469,13524,0
14469,16272,0
14571,6816,0
14601,16082,0
14602,2803,0
14602,12966,0
14632,17008,5
14682,15815,0
14690,9939,0
14714,5614,0
14728,6034,0
14740,17033,0
14793,11301,0
14829,12900,0
14831,13255,3
14936,13398,0
15029,1969,0
15029,5320,0
15181,10358,0
15217,6042,0
15217,8080,0
15308,5320,0
15317,8779,0
15322,13046,0
15396,1329,0
15396,15662,0
15396,15820,0
15402,652,0
15402,7069,0
15402,11775,0
15458,2643,0
15471,4069,0
15538,2809,0
15538,5336,0
15626,4080,0
15676,12116,0
15737,8531,0
15758,1798,0
15773,4640,0
15778,13665,0
15796,705,0
15859,14459,0
15865,1324,4
15865,17196,0
15865,17619,0
15961,12726,0
15972,2457,0
15992,12600,0
16023,7525,0
16023,14731,0
16178,11064,0
16257,12890,0
16275,14060,0
16294,2913,0
16312,9173,0
16355,3106,0
16397,2955,0
16397,15755,0
16412,11242,0
16427,6366,0
16455,14644,0
16540,10620,4
16540,16006,0
16682,173,0
16792,12056,0
16833,2015,0
16833,3106,0
16833,14216,0
16837,5720,0
16843,11829,0
16844,2290,0
16844,2955,0
16844,5154,4
16844,7624,3
16844,8107,4
16844,13255,0
16856,14959,0
16935,12838,0
16935,17335,0
16944,10707,0
17041,7904,0
17041,15657,0
17041,16552,0
17064,7253,0
17099,12003,0
17151,4829,0
17176,3689,4
17176,4472,0
17176,14813,0
17176,17482,0
17189,13050,0
17189,15066,0
17240,2803,0
17325,16262,0
17336,7780,0
17336,8840,0
17344,15058,3
17374,2457,0
17375,443,0
17382,10426,0
17407,9875,0
17407,14940,0
17433,4225,0
17433,9845,0
17550,4472,5
17576,13207,0
17634,14776,0
17662,5714,0
17689,6398,0
17689,12141,0
17690,1406,0
17690,13255,0
17873,2194,0
17890,3310,0
17916,11752,0
17949,4083,0
17949,5762,3
17984,1625,0
18018,5761,0
18018,6292,0
18103,9729,0
18106,1596,0
18106,10213,0
18157,607,5
18157,6007,0
18157,6122,0
18157,13203,0
18157,17274,0
18157,17328,4
18223,11301,0
18293,9131,0
18376,11053,0
18407,10832,3
18407,11965,0
18407,14646,0
18415,3934,0
18517,8915,0
18525,16538,0
18700,2471,0
18745,16711,0
18753,3441,0
18753,15777,0
18753,16272,0
18786,3875,4
18786,4531,0
18786,8568,0
18786,10490,0
18786,13423,0
18786,15058,0
18826,896,0
18836,1274,0
18845,331,0
18856,13524,3
18863,1503,0
18863,1865,0
18863,2332,0
18863,5793,3
18863,6528,0
18863,10664,0
18894,7511,0
18894,13471,0
18918,15496,0
19006,2182,0
19032,290,0
19106,10938,0
19106,12420,0
19117,5571,3
19117,13784,0
19117,17451,0
19117,17590,0
19143,15156,0
19235,5112,0
19254,13056,0
19268,1703,0
19271,8173,0
19346,2160,0
19346,2171,0
19346,9864,0
19362,2598,0
19362,6775,0
19365,10345,0
19405,7005,0
19444,17405,0
19478,9939,0
19544,1700,0
19573,4934,0
19595,16079,0
19598,9528,0
19656,13614,0
19661,17308,0
19680,2519,0
19907,3418,0
19909,12748,0
19915,1941,0
19917,5898,0
19938,1867,0
19974,9728,0
20122,9169,0
20127,9235,0
20127,10538,0
20149,16784,4
20188,9863,0
20193,4331,0
20193,7485,0
20193,8077,0
20199,5730,0
20199,10886,5
20199,11882,0
20203,12347,0
20203,13423,0
20203,17405,3
20203,17638,0
20245,5112,0
20276,199,0
20276,11490,0
20328,8149,0
20350,3934,0
20408,943,0
20408,16435,0
20428,16984,0
20440,9828,0
20446,6908,0
20482,3917,0
20504,3079,0
20552,5227,0
20634,4932,0
20634,10152,0
20634,10625,0
20696,11583,0
20758,4633,0
20758,5571,0
20758,9681,0
20814,8413,0
20830,10933,0
20903,12157,0
20918,5250,0
20963,2114,0
21002,7635,0
21002,16707,0
21138,2809,0
21138,12966,2
21140,10747,0
21140,11888,0
21140,12400,0
21140,14660,2
21140,15894,0
21202,7745,0
21250,13384,0
21262,15195,0
21296,2152,0
21350,17713,0
21507,10282,0
21519,6388,0
21519,16311,0
21549,311,0
21597,1006,0
21597,3817,0
21678,15449,0
21738,550,0
21740,11987,0
21760,79,0
21791,701,0
21791,1865,0
22018,5906,0
22018,7578,0
22061,6829,0
22105,8563,0
22143,5327,0
22143,9236,3
22143,10583,0
22143,10986,0
22143,11328,0
22175,2812,0
22175,3824,4
22220,587,0
22226,1134,0
22287,10217,0
22348,2857,0
22405,4829,0
22405,15689,0
22420,12975,0
22456,7193,0
22459,11665,0
22459,16406,0
22560,1642,0
22601,15193,0
22663,10466,0
22663,12911,0
22670,3153,0
22727,16547,0
22784,13784,0
22785,13784,0
22846,12974,0
22853,2200,0
22853,4686,0
22853,7445,0
22853,9097,0
22910,3159,0
22941,4633,0
22957,15444,0
22964,6739,0
23047,6450,0
23047,16912,0
23047,17179,4
23061,16784,4
23075,11218,0
23154,1050,0
23154,3333,0
23154,13318,0
23178,11090,0
23180,1615,0
23236,3441,0
23277,6910,0
23312,3624,0
23312,10429,0
23316,8336,0
23316,9049,0
23348,10088,4
23402,14216,0
23404,971,0
23421,12090,0
23421,12317,0
23421,16445,0
23442,2152,0
23503,10868,0
23567,8339,0
23567,11427,0
23652,2457,0
23713,10371,0
23804,8915,0
23835,2525,0
23899,7091,0
23899,11090,5
23899,14621,5
23949,7485,0
23954,16734,0
24059,7534,0
24059,9320,0
24059,9459,0
24119,13255,0
24212,3875,0
24233,9756,0
24298,5730,0
24298,7249,0
24298,13255,4
24300,886,0
24311,14545,0
24333,1709,0
24393,13629,0
24464,6736,0
24536,9362,0
24606,11022,0
24612,10080,0
24781,6556,0
24826,5055,0
24893,16112,0
24942,14961,0
25009,3269,0
25009,17467,0
25014,4778,0
25049,133,0
25050,2372,0
25092,8753,0
25105,273,0
25122,14332,0
25239,3972,0
25239,11838,0
25310,16387,0
25323,11745,0
25342,6177,0
25365,269,0
25365,10429,0
25567,7545,0
25623,13365,0
25623,14467,0
25629,11166,0
25693,3017,0
25700,9242,0
25700,14258,0
25758,197,0
25758,1642,0
25765,2290,0
25828,2173,0
25828,5235,0
25828,10820,5
25836,13255,4
25836,15373,0
25850,14928,4
25924,4306,0
25977,2372,5
25977,16415,4
26016,15496,0
26032,14642,0
26043,15774,0
26070,8106,0
26070,10996,0
26070,11665,0
26109,12754,0
26110,14642,0
26116,15339,0
26130,10583,1
26134,11040,0
26143,10883,0
26152,11607,2
26152,13384,0
26152,14918,0
26201,17309,0
26244,7523,0
26252,5053,0
26278,886,0
26430,3078,0
26503,11887,0
26592,16047,0
26602,7209,0
26612,5628,0
26612,14403,0
26612,15105,0
26648,897,0
26674,1682,0
26676,1610,0
26733,5345,0
26819,5704,5
26819,12127,0
26841,3106,0
26907,6974,0
26907,16361,0
26940,16671,0
26949,732,0
26949,9442,0
26965,5496,3
26965,5628,0
26977,1679,0
26977,2782,0
27010,11108,0
27139,5656,0
27223,8159,0
27223,11064,0
27248,13808,0
27250,8562,0
27310,17328,0
27369,17062,0
27393,3824,3
27393,14818,0
27401,4043,0
27485,3282,0
27485,4181,0
27485,16438,0
27517,9528,0
27623,10371,0
27659,12627,0
27659,12991,0
27689,11046,0
27704,7511,0
27708,9442,0
27708,13255,4
27715,11030,0
27715,12890,0
27799,11134,0
27815,5762,0
27815,15816,0
27822,16203,0
27827,15865,0
28096,11903,0
28148,3138,0
28153,17449,0
28194,5087,0
28194,16992,0
28291,12661,0
28346,9729,0
28380,1838,0
28380,3715,0
28380,7219,5
28380,11022,0
28400,2114,0
28423,2955,0
28514,3593,0
28551,10466,0
28683,6240,0
